resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,interactionZone,habitat,localities,confidence,parasitic
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,278_Paciocinebrina lurida_1,278,Paciocinebrina lurida,snail,1,1,197,3,low,both,"Puget Sound, WA; Turn Island, WA",2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,285_Nucella lamellosa_1,285,Nucella lamellosa,snail,1,1,"375, 376",3,low,both,Sanak Archipelago,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,286_Lirabuccinum dirum_1,286,Lirabuccinum dirum,snail,1,1,"436, 436; 435",3,middle,both,NA,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,420_Enteroctopus dofleini_4,420,Enteroctopus dofleini,octopus,4,1,"375, 376",3,low,pools,Sanak Archipelago,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,553_Cancer oregonensis_1,553,Cancer oregonensis,true crab,1,1,330,3,low,both,"Puget Sound, WA; San Juan Island, WA",3,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,554_Cancer productus_4,554,Cancer productus,true crab,4,1,202,3,low,exposed,Hecate Strait,1,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,555_Cancer productus_1,555,Cancer productus,true crab,1,1,202,3,low,exposed,Hecate Strait,1,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,672_Leptasterias aequalis_1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,low,pools,Sanak Archipelago,3,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,720_Evasterias troschelii_1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376",3,low,pools,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago",2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,1723_Emplectonema buergeri_1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,1724_Nemertopsis gracilis_1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,1745_Enteroctopus dofleini_1,1745,Enteroctopus dofleini,octopus,1,1,"375, 376",3,low,pools,Sanak Archipelago,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,1746_Enteroctopus dofleini_2,1746,Enteroctopus dofleini,octopus,2,1,"375, 376",3,low,pools,Sanak Archipelago,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,"375, 376",3,low,both,Sanak Archipelago,2,n
462_Semibalanus cariosus_1,462,Semibalanus cariosus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398",6,low,"exposed, both","Prince William Sound, AK",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,99_Anthopleura xanthogrammica_1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,100_Anthopleura sola_1,100,Anthopleura sola,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,101_Anthopleura elegantissima_1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,103_Anthopleura artemisia_1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,107_Metridium senile_1,107,Metridium senile,anemone,1,1,"375, 376",3,high,pools,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,123_Emplectonema gracile_1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,148_Leptasterias pusilla_1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,149_Leptasterias hexactis_1,149,Leptasterias hexactis,sea star,1,1,"375, 376, 456, 457",3,"high, low",pools,"Sanak Archipelago; San Juan Islands, WA",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,150_Pisaster ochraceus_1,150,Pisaster ochraceus,sea star,1,1,"27, 455, 456, 436",3,"low, middle",both,"California; San Juan Islands, WA",1,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,199_Lottia digitalis_1,199,Lottia digitalis,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,208_Lottia pelta_1,208,Lottia pelta,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,215_Lottia scutum_1,215,Lottia scutum,limpet,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,278_Paciocinebrina lurida_1,278,Paciocinebrina lurida,snail,1,1,"197, 436",3,low,both,"Puget Sound, WA; Turn Island, WA",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,281_Acanthinucella punctulata_1,281,Acanthinucella punctulata,snail,1,1,436; 435,3,high,both,NA,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,284_Nucella emarginata_1,284,Nucella emarginata,snail,1,1,"436, 436; 435",3,high,"exposed, both",NA,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,285_Nucella lamellosa_1,285,Nucella lamellosa,snail,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,286_Lirabuccinum dirum_1,286,Lirabuccinum dirum,snail,1,1,436; 435,3,middle,both,NA,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,348_Dirona albolineata_1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,NA,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,627_Acanthinucella punctulata_3,627,Acanthinucella punctulata,snail,3,1,436; 435,3,high,both,NA,1,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,672_Leptasterias aequalis_1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,704_Hemioniscus balani_1,704,Hemioniscus balani,isopod,1,4,436,6,high,exposed,NA,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,712_Homo sapiens_1,712,Homo sapiens,human,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,720_Evasterias troschelii_1,720,Evasterias troschelii,sea star,1,1,"375, 376, 435",3,"high, all","pools, both",Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,1723_Emplectonema buergeri_1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,1724_Nemertopsis gracilis_1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,high,both,"Active Pass, BC",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3022_Calidris virgata_1,3022,Calidris virgata,bird,1,1,399,3,high,both,"Seal Rock, OR",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,high,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
463_Balanus glandula_1,463,Balanus glandula,barnacle,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,99_Anthopleura xanthogrammica_1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,100_Anthopleura sola_1,100,Anthopleura sola,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,101_Anthopleura elegantissima_1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,103_Anthopleura artemisia_1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,107_Metridium senile_1,107,Metridium senile,anemone,1,1,"375, 376",3,high,pools,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,123_Emplectonema gracile_1,123,Emplectonema gracile,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,148_Leptasterias pusilla_1,148,Leptasterias pusilla,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,149_Leptasterias hexactis_1,149,Leptasterias hexactis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,150_Pisaster ochraceus_1,150,Pisaster ochraceus,sea star,1,1,"27, 436",3,"all, middle","pools, both",California,1,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,197_Lottia asmi_1,197,Lottia asmi,limpet,1,1,436,6,middle,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,198_Lottia austrodigitalis_1,198,Lottia austrodigitalis,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,199_Lottia digitalis_1,199,Lottia digitalis,limpet,1,1,"375, 376, 436",3,high,both,Sanak Archipelago; California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,200_Lottia fenestrata_1,200,Lottia fenestrata,limpet,1,1,436,6,middle,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,201_Lottia gigantea_1,201,Lottia gigantea,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,202_Lottia instabilis_1,202,Lottia instabilis,limpet,1,1,436,6,low,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,203_Lottia limatula_1,203,Lottia limatula,limpet,1,1,436,6,middle,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,204_Lottia ochracea_1,204,Lottia ochracea,limpet,1,1,436,6,very low,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,205_Lottia strigatella_4,205,Lottia strigatella,limpet,4,1,436,6,middle,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,206_Lottia strigatella_1,206,Lottia strigatella,limpet,1,1,436,6,middle,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,207_Lottia paradigitalis_1,207,Lottia paradigitalis,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,208_Lottia pelta_1,208,Lottia pelta,limpet,1,1,"375, 376, 436",3,"high, middle",both,Sanak Archipelago; California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,209_Lottia persona_1,209,Lottia persona,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,210_Lottia scabra_1,210,Lottia scabra,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,211_Lottia sp._1,211,Lottia sp.,limpet,1,1,436,6,low,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,212_Lottia triangularis_1,212,Lottia triangularis,limpet,1,1,436,6,low,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,215_Lottia scutum_1,215,Lottia scutum,limpet,1,1,"375, 376, 436",3,"high, middle",both,Sanak Archipelago; California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,272_Ceratostoma foliatum_1,272,Ceratostoma foliatum,snail,1,1,436,3,low,exposed,Washington,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,278_Paciocinebrina lurida_1,278,Paciocinebrina lurida,snail,1,1,"197, 436",3,low,both,"Puget Sound, WA; Turn Island, WA",2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,281_Acanthinucella punctulata_1,281,Acanthinucella punctulata,snail,1,1,"436, 436; 435",3,high,"pools, both",NA,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,284_Nucella emarginata_1,284,Nucella emarginata,snail,1,1,436; 435,3,high,both,NA,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,285_Nucella lamellosa_1,285,Nucella lamellosa,snail,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,286_Lirabuccinum dirum_1,286,Lirabuccinum dirum,snail,1,1,"436, 436; 435",3,middle,both,NA,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,348_Dirona albolineata_1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,NA,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,627_Acanthinucella punctulata_3,627,Acanthinucella punctulata,snail,3,1,"436, 436; 435",3,high,"pools, both",NA,1,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,672_Leptasterias aequalis_1,672,Leptasterias aequalis,sea star,1,1,"375, 376",6,high,pools,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,712_Homo sapiens_1,712,Homo sapiens,human,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,720_Evasterias troschelii_1,720,Evasterias troschelii,sea star,1,1,"375, 376, 435",3,"high, all","pools, both",Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,736_Lottia conus_1,736,Lottia conus,limpet,1,1,436,6,high,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,1723_Emplectonema buergeri_1,1723,Emplectonema buergeri,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,1724_Nemertopsis gracilis_1,1724,Nemertopsis gracilis,nemertean,1,1,"375, 376",6,high,both,Sanak Archipelago,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,1876_Lottia digitalis situs_1,1876,Lottia digitalis situs,limpet,1,1,436,6,all,both,California,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,high,both,"Active Pass, BC",2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3019_Larus glaucescens_1,3019,Larus glaucescens,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3022_Calidris virgata_1,3022,Calidris virgata,bird,1,1,399,3,high,both,"Seal Rock, OR",2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,high,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
464_Balanus glandula_5,464,Balanus glandula,barnacle,5,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",3,high,both,Sanak Archipelago,2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,146_Solaster dawsoni_1,146,Solaster dawsoni,sea star,1,1,"375, 376",3,low,pools,Sanak Archipelago,2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,199_Lottia digitalis_1,199,Lottia digitalis,limpet,1,1,"375, 376",3,low,both,Sanak Archipelago,2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,278_Paciocinebrina lurida_1,278,Paciocinebrina lurida,snail,1,1,197,3,low,both,"Puget Sound, WA; Turn Island, WA",2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,348_Dirona albolineata_1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,NA,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,419_Octopus rubescens_1,419,Octopus rubescens,octopus,1,1,323,3,low,pools,"Puget Sound, WA; Federal Way, WA",2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,549_Cancer antennaria_1,549,Cancer antennaria,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,550_Cancer anthonyi_1,550,Cancer anthonyi,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,551_Cancer jordani_1,551,Cancer jordani,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,552_Cancer branneri_1,552,Cancer branneri,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,553_Cancer oregonensis_1,553,Cancer oregonensis,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,554_Cancer productus_4,554,Cancer productus,true crab,4,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,555_Cancer productus_1,555,Cancer productus,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,562_Cancer gracilis_1,562,Cancer gracilis,true crab,1,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,720_Evasterias troschelii_1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376",3,low,pools,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago",2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,995_Cancer gracilis_4,995,Cancer gracilis,true crab,4,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,996_Cancer gracilis_3,996,Cancer gracilis,true crab,3,1,"375, 376",6,low,both,Sanak Archipelago,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
465_Balanus crenatus_1,465,Balanus crenatus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
466_Balanus trigonus_1,466,Balanus trigonus,barnacle,1,348_Dirona albolineata_1,348,Dirona albolineata,nudibranch,1,1,435,6,low,pools,NA,3,n
466_Balanus trigonus_1,466,Balanus trigonus,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
466_Balanus trigonus_1,466,Balanus trigonus,barnacle,1,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
466_Balanus trigonus_1,466,Balanus trigonus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
466_Balanus trigonus_1,466,Balanus trigonus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,112_Imogine tripartitus_1,112,Imogine tripartitus,flatworm,1,1,436,3,low,exposed,NA,2,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,705_Pleioplana inquieta_1,705,Pleioplana inquieta,flatworm,1,1,436,3,low,both,California,1,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,707_Hexagrammos decagrammus_1,707,Hexagrammos decagrammus,fish,1,1,436,3,low,exposed,NA,2,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,2060_Stylochus tripartitus_1,2060,Stylochus tripartitus,turbellarian,1,1,436,3,all,both,California,1,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
467_Paraconcavus pacificus_1,467,Paraconcavus pacificus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,397,6,low,exposed,"Prince William Sound, AK",2,n
468_Balanus regalis_1,468,Balanus regalis,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
468_Balanus regalis_1,468,Balanus regalis,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
468_Balanus regalis_1,468,Balanus regalis,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
469_Balanus aquila_1,469,Balanus aquila,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
469_Balanus aquila_1,469,Balanus aquila,barnacle,1,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
469_Balanus aquila_1,469,Balanus aquila,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
469_Balanus aquila_1,469,Balanus aquila,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,553_Cancer oregonensis_1,553,Cancer oregonensis,true crab,1,1,330,3,low,both,"Puget Sound, WA; San Juan Island, WA",3,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,712_Homo sapiens_1,712,Homo sapiens,human,1,1,"375, 376, 436; 435",3,"low, all",both,Sanak Archipelago; California,1,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,720_Evasterias troschelii_1,720,Evasterias troschelii,sea star,1,1,"319, 375, 376",3,low,pools,"Puget Sound, WA; San Juan Islands, WA; Waddah and Tatoosh Islands, WA; Departure Bay, BC; Sanak Archipelago",2,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,1471_Oedoparena glauca_3,1471,Oedoparena glauca,insect,3,1,435,6,high,exposed,NA,3,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,1896_Onchidoris bilamellata_1,1896,Onchidoris bilamellata,nudibranch,1,1,435,6,all,pools,NA,3,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
470_Balanus nubilus_1,470,Balanus nubilus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,"397, 398, 399",6,low,"exposed, both","Prince William Sound, AK; Seal Rock, OR",2,n
471_Megabalanus californicus_1,471,Megabalanus californicus,barnacle,1,150_Pisaster ochraceus_1,150,Pisaster ochraceus,sea star,1,1,27,3,all,pools,California,1,n
471_Megabalanus californicus_1,471,Megabalanus californicus,barnacle,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,low,both,"Active Pass, BC",2,n
471_Megabalanus californicus_1,471,Megabalanus californicus,barnacle,1,3023_Arenaria melanocephala_1,3023,Arenaria melanocephala,bird,1,1,397,6,low,exposed,"Prince William Sound, AK",2,n
475_Cirolana harfordi_1,475,Cirolana harfordi,isopod,1,2_Gibbonsia elegans_1,2,Gibbonsia elegans,fish,1,1,"436, 7",3,"all, middle, all","pools, exposed, pools","California; ; Los Angeles; Portugese Bend, CA",1,n
475_Cirolana harfordi_1,475,Cirolana harfordi,isopod,1,6_Micrometrus minimus_1,6,Micrometrus minimus,fish,1,1,"436, 7",3,"all, middle, all","pools, exposed, pools","California; ; Portugese Bend, CA",1,n
475_Cirolana harfordi_1,475,Cirolana harfordi,isopod,1,706_Apodichthys fucorum_1,706,Apodichthys fucorum,fish,1,1,436,3,"all, middle","pools, exposed",California,1,n
475_Cirolana harfordi_1,475,Cirolana harfordi,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,middle,both,"Active Pass, BC",2,n
477_Exosphaeroma amplicauda_1,477,Exosphaeroma amplicauda,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3,n
477_Exosphaeroma amplicauda_1,477,Exosphaeroma amplicauda,isopod,1,16_Oligocottus maculosus_1,16,Oligocottus maculosus,fish,1,1,"375, 376",6,all,pools,Sanak Archipelago,3,n
